ID,NAME,LABEL,THEME_NAME,DTT_ID2010,DTT_NM2010,DTT_LB2010,RGN_NM2012,AREA_M2,gdppersqkm,sex,Age,Estimate,Year
911,Nabdam,Nabdam,NABDAM,1009,Talensi Nabdam,Talensi Nabdam,Upper East,245258335.8,245,f,45,912,2018
912,Binduri,Binduri,BINDURI,1002,Bawku,Bawku,Upper East,392567406,393,f,45,2413,2018
913,Pusiga,Pusiga,PUSIGA,1002,Bawku,Bawku,Upper East,256239322.7,256,f,45,1701,2018
1001,Wa West,Wa West,WA WEST,903,Wa West,Wa West,Upper West,1490404932,1490,f,45,2143,2018
1002,Wa Municipal,Wa Municipal,WA MUNICIPAL,901,Wa,Wa,Upper West,579358252.4,579,f,45,2253,2018
1003,Wa East,Wa East,WA EAST,902,Wa East,Wa East,Upper West,4295587486,4296,f,45,3273,2018
1004,Sissala East,Sissala East,SISSALA EAST,904,Sissala East,Sissala East,Upper West,5092492185,5092,f,45,2367,2018
1005,Nadowli-Kaleo,Nadowli-Kaleo,NADOWLI-KALEO,909,Nadowli,Nadowli,Upper West,1130820499,1131,f,45,1567,2018
1006,Jirapa,Jirapa,JIRAPA,907,Jirapa,Jirapa,Upper West,1187375701,1187,f,45,2957,2018
1007,Sissala  West,Sissala  West,SISSALA WEST,905,Sissala West,Sissala West,Upper West,2049071501,2049,f,45,988,2018
1008,Lambussie Karni,Lambussie Karni,LAMBUSSIE KARNI,906,Lambussie,Lambussie,Upper West,811029671.6,811,f,45,2023,2018
1009,Lawra,Lawra,LAWRA,911,Lawra Nandom,Lawra Nandom,Upper West,526693508.7,527,f,45,1715,2018
1010,Daffiama Bussie,Daffiama Bussie,DAFFIAMA BUSSIE,909,Nadowli,Nadowli,Upper West,1455143799,1455,f,45,1293,2018
1011,Nandom,Nandom,NANDOM,911,Lawra Nandom,Lawra Nandom,Upper West,404108785.6,404,f,45,1500,2018
903,Kasena Nankana East,Kasena Nankana East,KASENA NANKANA EAST,1003,Kasena Nankani East,Kasena Nankani East,Upper East,767672556.7,768,f,45,4002,2018
902,Kasena Nankana West,Kasena Nankana West,KASENA NANKANA WEST,1007,Kasena Nankani West,Kasena Nankani West,Upper East,873311894.6,873,f,45,2436,2018
414,Kadjebi,Kadjebi,KADJEBI,605,Kadjebi,Kadjebi,Volta,691797360.6,692,f,45,1495,2018
408,Ho Municipal,Ho Municipal,HO MUNICIPAL,604,Ho,Ho,Volta,575356861.5,575,f,45,6382,2018
824,Mion,Mion,MION,802,Yendi,Yendi,Northern,2718940610,2719,f,45,2924,2018
220,Awutu Senya East Municipal,Awutu Senya East Municipal,AWUTU SENYA EAST MUNICIPAL,299,Awutu Senya 2,Awutu Senya 2,Central,108171208.9,108,f,45,2884,2018
101,Jomoro,Jomoro,JOMORO,306,Jomoro,Jomoro,Western,1493755450,1494,f,5,10857,2018
102,Ellembelle,Ellembelle,ELLEMBELLE,312,Ellembelle,Ellembelle,Western,995043496.2,995,f,5,5365,2018
103,Nzema East,Nzema East,NZEMA EAST MUNICIPAL,303,Nzema East,Nzema East,Western,1083336517,1083,f,5,3303,2018
104,Ahanta West,Ahanta West,AHANTA WEST,307,Ahanta West,Ahanta West,Western,554072265.7,554,f,5,7528,2018
105,Sekondi Takoradi,Sekondi Takoradi,SEKONDI TAKORADI METROPOLIS,301,Shama Ahanta East,STMA,Western,191662659.9,192,f,5,43878,2018
106,Shama,Shama,SHAMA,310,Shama,Shama,Western,193697018.9,194,f,5,13149,2018
107,Wassa East,Wassa East,WASSA EAST,319,Mpohor Wassa East,Mpohor Wassa East,Western,1652172965,1652,f,5,4543,2018
108,Tarkwa Nsuaem,Tarkwa Nsuaem,TARKWA NSUAEM MUNICIPAL,302,Tarkwa Nsuaem,Tarkwa Nsuaem,Western,904940420.2,905,f,5,5107,2018
109,Prestea / Huni Valley,Prestea / Huni Valley,PRESTEA/HUNI VALLEY,309,Prestea Huni,Prestea Huni,Western,1808660373,1809,f,5,9886,2018
110,Wassa Amenfi East,Wassa Amenfi East,WASSA AMENFI EAST,308,Wassa Amenfi,Wassa Amenfi East,Western,1557438175,1557,f,5,5318,2018
111,Wassa Amenfi West,Wassa Amenfi West,WASSA AMENFI WEST,314,Wassa West,Wassa Amenfi West,Western,1447287361,1447,f,5,3783,2018
112,Aowin,Aowin,AOWIN,318,Aowin Suaman,Aowin Suaman,Western,2607090244,2607,f,5,6700,2018
113,Sefwi Akontombra,Sefwi Akontombra,SEFWI AKONTOMBRA,311,Sefwi Akontombra,Sefwi Akontombra,Western,1118720081,1119,f,5,5519,2018
114,Sefwi-Wiawso,Sefwi-Wiawso,SEFWI WIAWSO,304,Sefwi Wiawso,Sefwi Wiawso,Western,1010605044,1011,f,5,8931,2018
115,Sefwi Bibiani-Anhwiaso Bekwai,Sefwi Bibiani-Anhwiaso Bekwai,SEFWI BIBIANI-AHWIASO BEKWAI,305,Bibiani Anhwiaso,Bibiani Anhwiaso,Western,833201679.4,833,f,5,8430,2018
116,Juabeso,Juabeso,JUABESO,321,Juabeso Bia,Juabeso,Western,1367975907,1368,f,5,4229,2018
117,Bia West,Bia West,BIA WEST,315,Bia,Bia,Western,1285166341,1285,f,5,4176,2018
118,Mpohor,Mpohor,MPOHOR,319,Mpohor Wassa East,Mpohor Wassa East,Western,524468017.2,524,f,5,2237,2018
119,Wassa Amenfi Central,Wassa Amenfi Central,WASSA AMENFI CENTRAL,314,Wassa West,Wassa Amenfi West,Western,1844729283,1845,f,5,4936,2018
120,Suaman,Suaman,SUAMAN,318,Aowin Suaman,Aowin Suaman,Western,399521295.2,400,f,5,1411,2018
121,Bodi,Bodi,BODI,321,Juabeso Bia,Juabeso,Western,661544027.3,662,f,5,2625,2018
122,Bia East,Bia East,BIA EAST,315,Bia,Bia,Western,782375907.3,782,f,5,3099,2018
201,Komenda Edna Eguafo / Abirem,Komenda Edna Eguafo / Abirem,KOMENDA-EDINA-EGYAFO-ABIREM MUNICIPAL,202,Komenda Edina Eguafo,Komenda Edina Eguafo,Central,452641918.1,453,f,5,10081,2018
202,Cape Coast Metro,Cape Coast Metro,CAPE COAST METROPOLIS,201,Cape Coast,Cape Coast,Central,122448765.3,122,f,5,13253,2018
203,Abura / Asebu / Kwamankese,Abura / Asebu / Kwamankese,ABURA-ASEBU-KWAMANKESE,210,Abura Asebu Kwaman,Abura Asebu Kwaman,Central,376937143.7,377,f,5,8333,2018
204,Mfantsiman,Mfantsiman,MFANTSIMAN MUNICIPAL,208,Mfantsiman,Mfantsiman,Central,300896112.9,301,f,5,8823,2018
205,Ajumako-Enyan-Esiam,Ajumako-Enyan-Esiam,AJUMAKO-ENYAN-ESSIAM,211,Ajumako Enyan Esiam,Ajumako Enyan Esiam,Central,521648462.5,522,f,5,11343,2018
206,Gomoa West,Gomoa West,GOMOA WEST,215,Gomoa West,Gomoa West,Central,459020926.1,459,f,5,8047,2018
207,Effutu,Effutu,EFFUTU MUNICIPAL,204,Efutu,Efutu,Central,85311657.4,85,f,5,5298,2018
208,Gomoa East,Gomoa East,GOMOA EAST,214,Gomoa East,Gomoa East,Central,540444410.5,540,f,5,20995,2018
209,Awutu Senya,Awutu Senya,EWUTU SENYA,207,Awutu Senya,Awutu Senya,Central,244834959.8,245,f,5,6154,2018
210,Agona East,Agona East,AGONA EAST,206,Agona West,Agona West,Central,327742591.8,328,f,5,6451,2018
211,Agona West,Agona West,AGONA WEST MUNICIPAL,216,Agona East,Agona East,Central,356576354.4,357,f,5,8539,2018
212,Asikuma / Odoben / Brakwa,Asikuma / Odoben / Brakwa,ASIKUMA-ODOBEN BRAKWA,209,Asikuma Odoben Brakwa,Asikuma Odoben Brakwa,Central,773152892.2,773,f,5,7596,2018
213,Assin South,Assin South,ASSIN SOUTH,212,Assin South,Assin South,Central,1101526992,1102,f,5,7739,2018
214,Assin North,Assin North,ASSIN NORTH MUNICIPAL,203,Assin North,Assin North,Central,1005086903,1005,f,5,10772,2018
215,Twifo Ati-Morkwa,Twifo Ati-Morkwa,TWIFO-ATI MORKWA,217,Lower Denkyira,Lower Denkyira,Central,955573433.6,956,f,5,4227,2018
216,Upper Denkyira East,Upper Denkyira East,UPPER DENKYIRA EAST MUNICIPAL,205,Upper Denkyira East,Upper Denkyira East,Central,501941008.3,502,f,5,4589,2018
217,Upper Denkyira West,Upper Denkyira West,UPPER DENKYIRA WEST,213,Upper Denkyira West,Upper Denkyira West,Central,579020693.2,579,f,5,4298,2018
218,Twifo Lower Denkyira,Twifo Lower Denkyira,TWIFO-HEMAN-LOWER DENKYIRA,217,Lower Denkyira,Lower Denkyira,Central,575718403.1,576,f,5,2581,2018
219,Ekumfi,Ekumfi,EKUMFI,208,Mfantsiman,Mfantsiman,Central,276934945.2,277,f,5,5650,2018
301,Ga South,Ga South,WEIJA (GA SOUTH) MUNICIPAL,110,Ga South,Ga South,Greater Accra,342400959.1,342,f,5,23159,2018
302,Ga West,Ga West,GA WEST MUNICIPAL,103,Ga West,Ga West,Greater Accra,300094166,300,f,5,15104,2018
303,Ga East,Ga East,GA EAST MUNICIPAL,104,Ga East,Ga East,Greater Accra,85819563.31,86,f,5,8965,2018
304,Accra Metropolis,Accra Metropolis,ACCRA METROPOLIS,102,AMA,AMA,Greater Accra,139934811.4,140,f,5,84602,2018
305,Adenta,Adenta,ADENTA MUNICIPAL,106,Adentan,Adentan,Greater Accra,78095443.02,78,f,5,4110,2018
306,Ledzokuku / Krowor,Ledzokuku / Krowor,LEDZOKUKU/KROWOR MUNICIPAL,105,Ledzokuku Krowor,Ledzokuku Krowor,Greater Accra,47670201.8,48,f,5,13808,2018
307,Ashaiman,Ashaiman,ASHAIMAN MUNICIPAL,107,Ashaiman,Ashaiman,Greater Accra,18584274.64,19,f,5,4213,2018
308,Tema Metropolis,Tema Metropolis,TEMA METROPOLIS,101,Tema,Tema,Greater Accra,87989718.17,88,f,5,13962,2018
309,Shai Osu Doku,Shai Osu Doku,SHAI OSUKOKU,116,Dangme West,Dangme West,Greater Accra,970571457.7,971,f,5,2671,2018
310,Ada East,Ada East,ADA EAST,112,Dangme East,Dangme East,Greater Accra,290596380.6,291,f,5,4062,2018
311,Ga Central Municipal,Ga Central Municipal,GA CENTRAL MUNICIPAL,103,Ga West,Ga West,Greater Accra,49083082.5,49,f,5,4775,2018
312,La Dade Kotopon,La Dade Kotopon,LA DADE KOTOPON MUNICIPAL,102,AMA,AMA,Greater Accra,36102589.04,36,f,5,18012,2018
313,La Nkwantanang Madina,La Nkwantanang Madina,LA NKWANTANG MADINA MUNICIPAL,104,Ga East,Ga East,Greater Accra,71023483.95,71,f,5,5834,2018
314,Kpone Katamanso,Kpone Katamanso,KPONE KATAMANSO,101,Tema,Tema,Greater Accra,240351931.1,240,f,5,11323,2018
315,Ningo Prampram,Ningo Prampram,NA,116,Dangme West,Dangme West,Greater Accra,623648974,624,f,5,3983,2018
316,Ada West,Ada West,ADA WEST,112,Dangme East,Dangme East,Greater Accra,324575036.8,325,f,5,3613,2018
401,South Tongu,South Tongu,SOUTH TONGU,606,Tongu South,Tongu South,Volta,645458417.9,645,f,5,6731,2018
402,Keta Municipal,Keta Municipal,KETA MUNICAPAL,601,Keta,Keta,Volta,755488142.9,755,f,5,9770,2018
403,Ketu South,Ketu South,KETU SOUTH,613,Ketu South,Ketu South,Volta,279272691.5,279,f,5,9591,2018
404,Ketu North,Ketu North,KETU NORTH,609,Ketu North,Ketu North,Volta,425156237,425,f,5,6650,2018
405,Akatsi South,Akatsi South,AKATSI,621,Akatsi,Akatsi,Volta,537634608.8,538,f,5,6997,2018
406,Central Tongu,Central Tongu,CENTRAL TONGU,620,Tongu North,Tongu North,Volta,684149014.7,684,f,5,4245,2018
407,Agotime Ziope,Agotime Ziope,AGOTIME ZIOPE,624,Adaklu Anyigbe,Adaklu Anyigbe,Volta,316587473.3,317,f,5,1487,2018
409,South Dayi,South Dayi,SOUTH DAYI,607,Dayi South,Dayi South,Volta,359107273.1,359,f,5,3133,2018
410,Kpando Municipal,Kpando Municipal,KPANDAI MUNICIPAL,603,Dayi North,Dayi North,Volta,314850741.2,315,f,5,3530,2018
411,Hohoe Municipal,Hohoe Municipal,HOHOE MUNICIPAL,602,Hohoe,Hohoe,Volta,686027991.1,686,f,5,12729,2018
412,Biakoye,Biakoye,BIAKOYE,611,Biakoye,Biakoye,Volta,1108666245,1109,f,5,5341,2018
413,Jasikan,Jasikan,JASIKAN,614,Jasikan,Jasikan,Volta,557320755.9,557,f,5,2411,2018
415,Krachi East,Krachi East,KRACHI EAST,608,Krachi East,Krachi East,Volta,2765968670,2766,f,5,8269,2018
416,Krachi West,Krachi West,KRACHI WEST,617,Krachi West,Krachi West,Volta,930279353.8,930,f,5,3129,2018
417,Nkwanta South,Nkwanta South,NKWANTA SOUTH,612,Nkwanta South,Nkwanta South,Volta,2740257364,2740,f,5,7603,2018
418,Nkwanta North,Nkwanta North,NKWANTA NORTH,610,Nkwanta North,Nkwanta North,Volta,1101566407,1102,f,5,4875,2018
419,North Tongu,North Tongu,NORTH TONGU,620,Tongu North,Tongu North,Volta,1134473722,1134,f,5,5250,2018
420,Akatsi North,Akatsi North,AKATSI NORTH,612,Nkwanta South,Nkwanta South,Volta,315139446.2,315,f,5,2384,2018
421,Adaklu,Adaklu,ADAKLU,624,Adaklu Anyigbe,Adaklu Anyigbe,Volta,803051559.1,803,f,5,2801,2018
422,Ho West,Ho West,HO WEST,604,Ho,Ho,Volta,1005360206,1005,f,5,7985,2018
423,Afadzato South,Afadzato South,AFADZATO SOUTH,602,Hohoe,Hohoe,Volta,554472012.7,554,f,5,9421,2018
424,North Dayi,North Dayi,NORTH DAYI,603,Dayi North,Dayi North,Volta,463881819.8,464,f,5,3010,2018
425,Krachi Nchumuru,Krachi Nchumuru,KRACHI NCHUMURU,617,Krachi West,Krachi West,Volta,1197285174,1197,f,5,5494,2018
501,Birim South,Birim South,BIRIM SOUTH,417,Birim South,Birim South,Eastern,726622860.2,727,f,5,11163,2018
502,Birim Municipal,Birim Municipal,BIRIM MUNICIPAL,402,Birim Central,Birim Central,Eastern,525742871.7,526,f,5,8772,2018
503,West Akim,West Akim,WEST AKIM MUNICIPAL,409,Akim West,Akim West,Eastern,475635514.8,476,f,5,7026,2018
504,Suhum Municipal,Suhum Municipal,SUHUM MUNICIPAL,408,Suhum Kraboa Coaltar,Suhum Kraboa Coaltar,Eastern,359574547.5,360,f,5,4482,2018
505,Nsawam Adoagyiri,Nsawam Adoagyiri,NSAWAM ADOAGYIRI MUNICIPAL,420,Akwapim South,Akwapim South,Eastern,175270150.8,175,f,5,3594,2018
506,Akwapem North,Akwapem North,AKWAPEM NORTH,405,Akwapim North,Akwapim North,Eastern,614340363.2,614,f,5,10220,2018
507,New Juaben Municipal,New Juaben Municipal,NEW JUABEN MUNICIPAL,401,New Juaben,New Juaben,Eastern,159982397.2,160,f,5,12365,2018
508,Yilo Krobo,Yilo Krobo,YILO KROBO,410,Yilo Krobo,Yilo Krobo,Eastern,484354059,484,f,5,4831,2018
509,Lower Manya,Lower Manya,LOWER MANYA-KROBO,406,Lower Manya Krobo,Lower Manya Krobo,Eastern,304998793.2,305,f,5,4720,2018
510,Asuogyaman,Asuogyaman,ASUOGYAMAN,412,Asuogyaman,Asuogyaman,Eastern,767586617.5,768,f,5,6650,2018
511,Upper Manya,Upper Manya,UPPER MANYA-KROBO,416,Upper Manya Krobo,Upper Manya Krobo,Eastern,860792140.4,861,f,5,4224,2018
512,Fanteakwa,Fanteakwa,FANTEAKWA,411,Fanteakwa,Fanteakwa,Eastern,1100600338,1101,f,5,6980,2018
513,East Akim,East Akim,EAST AKIM MUNICIPAL,404,Akim East,Akim East,Eastern,509107487.8,509,f,5,10831,2018
514,Kwaebibirem,Kwaebibirem,KWAEBIBIREM,422,Kwaebibirem,Kwaebibirem,Eastern,804352017.1,804,f,5,6057,2018
515,Akyem Mansa,Akyem Mansa,AKYEMANSA,418,Akyemansa,Akyemansa,Eastern,612280259.9,612,f,5,6423,2018
516,Birim North,Birim North,BIRIM NORTH,419,Birim North,Birim North,Eastern,566998376.6,567,f,5,6095,2018
517,Atiwa,Atiwa,ATIWA,414,Atiwa,Atiwa,Eastern,1166836621,1167,f,5,9540,2018
518,Kwahu West,Kwahu West,KWAHU WEST MUNICIPAL,403,Kwahu West,Kwahu West,Eastern,401371708.5,401,f,5,5205,2018
519,Kwahu South,Kwahu South,KWAHU SOUTH,413,Kwahu South,Kwahu South,Eastern,796894394.4,797,f,5,4662,2018
520,Kwahu East,Kwahu East,KWAHU EAST,415,Kwahu East,Kwahu East,Eastern,624016127.9,624,f,5,3990,2018
521,Kwahu Afram Plains North,Kwahu Afram Plains North,KWAHU AFRAM PLAINS NORTH,423,Kwahu North,Kwahu North,Eastern,2346311789,2346,f,5,6624,2018
522,Upper West Akim,Upper West Akim,UPPER WEST AKIM,409,Akim West,Akim West,Eastern,342793960.2,343,f,5,5935,2018
523,Akwapem South,Akwapem South,AKWAPEM SOUTH,420,Akwapim South,Akwapim South,Eastern,224539878,225,f,5,3131,2018
524,Ayensuano,Ayensuano,AYENSUANO,408,Suhum Kraboa Coaltar,Suhum Kraboa Coaltar,Eastern,499771116.8,500,f,5,4893,2018
525,Denkyembour,Denkyembour,DENKYEMBOUR,422,Kwaebibirem,Kwaebibirem,Eastern,436728895.4,437,f,5,4832,2018
526,Kwahu Afram Plains South,Kwahu Afram Plains South,KWAHU AFRAM PLAINS SOUTH,423,Kwahu North,Kwahu North,Eastern,3100130372,3100,f,5,9462,2018
601,Atwima Mponua,Atwima Mponua,ATWIMA MPONUA,518,Atwima Mponua,Atwima Mponua,Ashanti,1882299756,1882,f,5,8188,2018
602,Amansie West,Amansie West,AMANSIE WEST,512,Amansie West,Amansie West,Ashanti,1230683968,1231,f,5,9198,2018
603,Amansie Central,Amansie Central,AMANSIE CENTRAL,517,Amansie Central,Amansie Central,Ashanti,849546248.2,850,f,5,4930,2018
604,Adansi South,Adansi South,ADANSI SOUTH,515,Adansi South,Adansi South,Ashanti,1328606202,1329,f,5,8531,2018
605,"Obuasi, Ashanti",Obuasi Municipal,OBUASI MUNICIPAL,502,Obuasi,Obuasi,Ashanti,220695241.8,221,f,5,7970,2018
606,Adansi North,Adansi North,ADANSI NORTH,516,Adansi North,Adansi North,Ashanti,853914797.6,854,f,5,6558,2018
607,Bekwai Municipal,Bekwai Municipal,BEKWAI MUNICIPAL,504,Bekwai,Bekwai,Ashanti,535349827.6,535,f,5,9054,2018
608,Bosome Freho,Bosome Freho,BOSOME FREHO,520,Bosome Freho,Bosome Freho,Ashanti,569063268.2,569,f,5,3388,2018
609,Asante Akim South,Asante Akim South,ASANTE AKIM SOUTH,513,Asante Akim South,Asante Akim South,Ashanti,1154146997,1154,f,5,7496,2018
610,Asante Akim Central Municipal,Asante Akim Central Municipal,ASANTE AKIM CENTRAL MUNICIPAL,528,Asante Akim North,Asante Akim North,Ashanti,300426025.5,300,f,5,2999,2018
611,Ejisu Juaben,Ejisu Juaben,EJISU JUABEN MUNICIPAL,503,Ejisu Juaben,Ejisu Juaben,Ashanti,582699036,583,f,5,10695,2018
612,Bosomtwe /Atwima / Kwanwoma,Bosomtwe /Atwima / Kwanwoma,BOSUMTWI,527,Bosomtwe,Bosomtwe,Ashanti,422606561.5,423,f,5,7311,2018
613,Atwima Kwanwoma,Atwima Kwanwoma,ATWIMA KWANWOMA,521,Atwima Kwamwoma,Atwima Kwamwoma,Ashanti,251521789.6,252,f,5,7463,2018
614,Kma,Kma,KUMASI METROPOLIS,501,Kumasi,Kumasi,Ashanti,214312257.8,214,f,5,153249,2018
615,Atwima Nwabiagya,Atwima Nwabiagya,ATWIMA NWABIAGYA,514,Atwima Nwabiagye,Atwima Nwabiagye,Ashanti,579158902.2,579,f,5,10121,2018
616,Ahafo Ano South,Ahafo Ano South,AHAFO ANO SOUTH,510,Ahafo Ano South,Ahafo Ano South,Ashanti,1190404403,1190,f,5,5577,2018
617,Ahafo Ano North,Ahafo Ano North,AHAFO ANO NORTH,511,Ahafo Ano North,Ahafo Ano North,Ashanti,593322378.1,593,f,5,6441,2018
618,Offinso Municipal,Offinso Municipal,OFFINSO MUNICIPAL,506,Offinso,Offinso,Ashanti,585671791,586,f,5,4449,2018
619,Afigya Kwabre,Afigya Kwabre,AFIGYA KWABRE,525,Afigya Kwabre,Afigya Kwabre,Ashanti,409422376.9,409,f,5,14197,2018
620,Kwabre,Kwabre,KWABRE EAST,524,Kwabre East,Kwabre East,Ashanti,122990188.5,123,f,5,3211,2018
621,Afigya Sekyere,Afigya Sekyere,AFIGYA SEKYERE,523,Afigya Sekyere,Afigya Sekyere,Ashanti,416901955.8,417,f,5,10033,2018
622,Mampong Municipal,Mampong Municipal,MAMPONG MUNICIPAL,505,Mampong,Mampong,Ashanti,670447999.4,670,f,5,5386,2018
623,Sekyere East,Sekyere East,SEKYERE EAST,526,Sekyere East,Sekyere East,Ashanti,239245042.8,239,f,5,1805,2018
624,Sekyere Afram Plains,Sekyere Afram Plains,SEKYERE AFRAM PLAINS,529,Sekyere Afram Plains,Sekyere Afram Plains,Ashanti,576942996.7,577,f,5,2373,2018
625,Sekyere Central,Sekyere Central,SEKYERE CENTRAL,519,Sekyere Central,Sekyere Central,Ashanti,1632232263,1632,f,5,4261,2018
626,Ejura Sekye Dumase,Ejura Sekye Dumase,EJURA SEKYE DUMASI,509,Ejura Sekyedumase,Ejura Sekyedumase,Ashanti,1340670001,1341,f,5,4828,2018
627,Offinso North,Offinso North,OFFINSO NORTH,522,Offinso North,Offinso North,Ashanti,945746714.5,946,f,5,2936,2018
628,Asokore Mampong Municipal,Asokore Mampong Municipal,ASOKORE MAMPONG MUNICIPAL,501,Kumasi,Kumasi,Ashanti,23919951.39,24,f,5,14916,2018
629,Asante Akim North,Asante Akim North,ASANTE AKIM NORTH,528,Asante Akim North,Asante Akim North,Ashanti,1126721323,1127,f,5,5176,2018
630,Sekyere Afram Plains North,Sekyere Afram Plains North,SEKYERE AFRAM PLAINS NORTH,529,Sekyere Afram Plains,Sekyere Afram Plains,Ashanti,3529350951,3529,f,5,3406,2018
701,Asunafo South,Asunafo South,ASUNAFO SOUTH,712,Asunafo South,Asunafo South,Brong Ahafo,922743411.7,923,f,5,6691,2018
702,Asunafo North,Asunafo North,ASUNAFO NORTH MUNICIPAL,702,Asunafo North,Asunafo North,Brong Ahafo,1410365078,1410,f,5,7866,2018
703,Asutifi North,Asutifi North,ASUTIFI NORTH,720,Asutifi,Asutifi,Brong Ahafo,935437953.7,935,f,5,4064,2018
704,Dormaa Municipal,Dormaa Municipal,DORMAA CENTRAL MUNICIPAL,706,Dormaa,Dormaa,Brong Ahafo,1208642805,1209,f,5,8612,2018
705,Dormaa East,Dormaa East,DORMAA MUNICIPAL,718,Dormaa East,Dormaa East,Brong Ahafo,569453662.9,569,f,5,4266,2018
706,Tano South,Tano South,TANO SOUTH,710,Tano South,Tano South,Brong Ahafo,488875840,489,f,5,3945,2018
707,Tano North,Tano North,TANO NORTH,709,Tano North,Tano North,Brong Ahafo,836981203.1,837,f,5,6389,2018
708,Sunyani Municipal,Sunyani Municipal,SUNYANI MUNICIPAL,705,Sunyani,Sunyani,Brong Ahafo,506334040.7,506,f,5,6365,2018
709,Sunyani West,Sunyani West,SUNYANI WEST,719,Sunyani West,Sunyani West,Brong Ahafo,1058555593,1059,f,5,6970,2018
710,Berekum,Berekum,BEREKUM MUNICIPAL,703,Berekum,Berekum,Brong Ahafo,862341418.7,862,f,5,9736,2018
711,Jaman South,Jaman South,JAMAN SOUTH,713,Jaman South,Jaman South,Brong Ahafo,754401618.2,754,f,5,5593,2018
712,Jaman North,Jaman North,JAMAN NORTH,715,Jaman North,Jaman North,Brong Ahafo,1030126393,1030,f,5,6039,2018
713,Tain,Tain,TAIN,722,Tain,Tain,Brong Ahafo,1828456892,1828,f,5,4591,2018
714,Wenchi,Wenchi,WENCHI MUNICIPAL,704,Wenchi,Wenchi,Brong Ahafo,1144543956,1145,f,5,5423,2018
715,Techiman Municipal,Techiman Municipal,TECHIMAN MUNICIPAL,708,Techiman,Techiman,Brong Ahafo,648900191.6,649,f,5,8959,2018
716,Nkoranza South,Nkoranza South,NKORANZA SOUTH,707,Nkoranza South,Nkoranza South,Brong Ahafo,922742981.6,923,f,5,6917,2018
717,Nkoranza North,Nkoranza North,NKORANZA NORTH,717,Nkoranza North,Nkoranza North,Brong Ahafo,1386859309,1387,f,5,4848,2018
718,Atebubu Amantin,Atebubu Amantin,ATEBUBU AMANTIN,711,Atebubu,Atebubu,Brong Ahafo,2626467677,2626,f,5,8429,2018
719,Sene West,Sene West,SENE WEST,721,Sene,Sene,Brong Ahafo,3266666490,3267,f,5,4327,2018
720,Pru,Pru,PRU,714,Pru,Pru,Brong Ahafo,3223344004,3223,f,5,9058,2018
721,Kintampo South,Kintampo South,KINTAMPO SOUTH,716,Kintampo South,Kintampo South,Brong Ahafo,1513253818,1513,f,5,4863,2018
722,Kintampo North,Kintampo North,KINTAMPO NORTH MUNICIPAL,701,Kintampo North,Kintampo North,Brong Ahafo,4888872688,4889,f,5,6288,2018
723,Asutifi South,Asutifi South,ASUTIFI SOUTH,720,Asutifi,Asutifi,Brong Ahafo,596779285.9,597,f,5,2976,2018
724,Dormaa West,Dormaa West,DORMAA WEST,706,Dormaa,Dormaa,Brong Ahafo,380443537.9,380,f,5,2837,2018
725,Techiman North,Techiman North,TECHIMAN NORTH,708,Techiman,Techiman,Brong Ahafo,389305015.8,389,f,5,4129,2018
726,Banda,Banda,BANDA,722,Tain,Tain,Brong Ahafo,2296585630,2297,f,5,2569,2018
727,Sene East,Sene East,SENE EAST,721,Sene,Sene,Brong Ahafo,4400691052,4401,f,5,4586,2018
801,Bole,Bole,BOLE,811,Bole,Bole,Northern,6165410715,6165,f,5,6491,2018
802,Sawla/Tuna/Kalba,Sawla/Tuna/Kalba,SAWLA-TUNA-KALBA,808,Sawla Tuna Kalba,Sawla Tuna Kalba,Northern,4223843942,4224,f,5,6586,2018
803,West Gonja,West Gonja,WEST GONJA,825,Gonja West,Gonja West,Northern,4715460617,4715,f,5,4169,2018
804,Gonja Central,Gonja Central,GONJA CENTRAL,805,Gonja Central,Gonja Central,Northern,7559295676,7559,f,5,6385,2018
805,East Gonja,East Gonja,EAST GONJA,816,Gonja East,Gonja East,Northern,8350985095,8351,f,5,14821,2018
806,Kpandai,Kpandai,KPANDAI,813,Kpandai,Kpandai,Northern,1135210117,1135,f,5,5546,2018
807,Nanumba South,Nanumba South,NANUMBA SOUTH,807,Nanumba South,Nanumba South,Northern,1793023655,1793,f,5,13407,2018
808,Nanumba North,Nanumba North,NANUMBA NORTH,806,Nanumba North,Nanumba North,Northern,2265245609,2265,f,5,10158,2018
809,Zabzugu,Zabzugu,ZABZUGU,817,Zabzugu Tatale,Zabzugu Tatale,Northern,1102850613,1103,f,5,7228,2018
810,Yendi Municipal,Yendi Municipal,YENDI MUNICIPAL,802,Yendi,Yendi,Northern,1449458511,1449,f,5,8676,2018
811,Tamale North Sub Metro,Tamale North Sub Metro,TAMALE METROPOLIS,801,Tamale,Tamale,Northern,647672542.7,648,f,5,16386,2018
812,Tolon,Tolon,TOLON,826,Tolon Kumbungu,Tolon Kumbungu,Northern,1354553389,1355,f,5,3498,2018
813,Savelugu Nanton,Savelugu Nanton,SAVELUGU NANTON,803,Savelugu Nanton,Savelugu Nanton,Northern,2024894741,2025,f,5,13046,2018
814,Karaga,Karaga,KARAGA,812,Karaga,Karaga,Northern,3123969931,3124,f,5,8835,2018
815,Gushiegu,Gushiegu,GUSHIEGU,810,Gushegu,Gushegu,Northern,2679059053,2679,f,5,8683,2018
