FID,ID,NAME,LABEL,THEME_NAME,DTT_ID2010,DTT_NM2010,DTT_LB2010,RGN_NM2012,AREA_M2,gdppersqkm,Precip,NDVI
160,725.000000000000000,Techiman North,Techiman North,TECHIMAN NORTH,708.000000000000000,Techiman,Techiman,Brong Ahafo,389305015.787000000476837,389,0.114594522154000,0.411677691574000
161,726.000000000000000,Banda,Banda,BANDA,722.000000000000000,Tain,Tain,Brong Ahafo,2296585630.360000133514404,2297,0.108194623651000,0.253882911646000
162,727.000000000000000,Sene East,Sene East,SENE EAST,721.000000000000000,Sene,Sene,Brong Ahafo,4400691052.460000038146973,4401,0.129346355943000,0.239003604364000
163,801.000000000000000,Bole,Bole,BOLE,811.000000000000000,Bole,Bole,Northern,6165410714.539999961853027,6165,0.122614977280000,0.270757156755000
164,802.000000000000000,Sawla/Tuna/Kalba,Sawla/Tuna/Kalba,SAWLA-TUNA-KALBA,808.000000000000000,Sawla Tuna Kalba,Sawla Tuna Kalba,Northern,4223843941.960000038146973,4224,0.114687669319000,0.274249229922000
165,803.000000000000000,West Gonja,West Gonja,WEST GONJA,825.000000000000000,Gonja West,Gonja West,Northern,4715460617.130000114440918,4715,0.109223432535000,0.296468891964000
166,804.000000000000000,Gonja Central,Gonja Central,GONJA CENTRAL,805.000000000000000,Gonja Central,Gonja Central,Northern,7559295676.010000228881836,7559,0.135457853512000,0.280481221276000
167,805.000000000000000,East Gonja,East Gonja,EAST GONJA,816.000000000000000,Gonja East,Gonja East,Northern,8350985095.199999809265137,8351,0.108736345388000,0.265405628698000
168,806.000000000000000,Kpandai,Kpandai,KPANDAI,813.000000000000000,Kpandai,Kpandai,Northern,1135210117.099999904632568,1135,0.105094672191000,0.272651387574000
169,807.000000000000000,Nanumba South,Nanumba South,NANUMBA SOUTH,807.000000000000000,Nanumba South,Nanumba South,Northern,1793023655.359999895095825,1793,0.104138533007000,0.278552815610000
170,808.000000000000000,Nanumba North,Nanumba North,NANUMBA NORTH,806.000000000000000,Nanumba North,Nanumba North,Northern,2265245608.739999771118164,2265,0.109829318606000,0.267093770392000
171,809.000000000000000,Zabzugu,Zabzugu,ZABZUGU,817.000000000000000,Zabzugu Tatale,Zabzugu Tatale,Northern,1102850613.470000028610229,1103,0.120590814609000,0.276468945673000
172,810.000000000000000,Yendi Municipal,Yendi Municipal,YENDI MUNICIPAL,802.000000000000000,Yendi,Yendi,Northern,1449458510.769999980926514,1449,0.135062376118000,0.246070183166000
173,811.000000000000000,Tamale North Sub Metro,Tamale North Sub Metro,TAMALE METROPOLIS,801.000000000000000,Tamale,Tamale,Northern,647672542.723000049591064,648,0.132686214303000,0.253921161952000
174,812.000000000000000,Tolon,Tolon,TOLON,826.000000000000000,Tolon Kumbungu,Tolon Kumbungu,Northern,1354553389.099999904632568,1355,0.128847274584000,0.256133579120000
175,813.000000000000000,Savelugu Nanton,Savelugu Nanton,SAVELUGU NANTON,803.000000000000000,Savelugu Nanton,Savelugu Nanton,Northern,2024894740.710000038146973,2025,0.135425804737000,0.236546672461000
176,814.000000000000000,Karaga,Karaga,KARAGA,812.000000000000000,Karaga,Karaga,Northern,3123969931.139999866485596,3124,0.126138615942000,0.231235153312000
177,815.000000000000000,Gushiegu,Gushiegu,GUSHIEGU,810.000000000000000,Gushegu,Gushegu,Northern,2679059053.380000114440918,2679,0.113020113536000,0.234381957273000
178,816.000000000000000,Saboba,Saboba,SABOBA,815.000000000000000,Saboba,Saboba,Northern,1755183178.190000057220459,1755,0.104008678681000,0.230456306046000
179,817.000000000000000,Chereponi,Chereponi,CHEREPONI,814.000000000000000,Chereponi,Chereponi,Northern,1377961980.130000114440918,1378,0.109066823912000,0.213334015688000
180,818.000000000000000,Bunkpurugu Yonyo,Bunkpurugu Yonyo,BUNKPURUGU YONYO,804.000000000000000,Bunkpurugu Yunyoo,Bunkpurugu Yunyoo,Northern,1259670899.890000104904175,1260,0.110692015650000,0.253572422357000
181,819.000000000000000,Mamprusi East,Mamprusi East,EAST MAMPRUSI,809.000000000000000,Mamprusi East,Mamprusi East,Northern,1709519917.579999923706055,1710,0.117287644902000,0.248957774152000
182,820.000000000000000,West Mamprusi,West Mamprusi,WEST MAMPRUSI,818.000000000000000,Mamprusi West,Mamprusi West,Northern,2613240683.969999790191650,2613,0.125867504075000,0.243196252525000
183,821.000000000000000,North Gonja,North Gonja,NORTH GONJA,825.000000000000000,Gonja West,Gonja West,Northern,4846667821.489999771118164,4847,0.119624932163000,0.309629306620000
184,822.000000000000000,Kumbumgu,Kumbumgu,KUMBUMGU,826.000000000000000,Tolon Kumbungu,Tolon Kumbungu,Northern,1542314965.019999980926514,1542,0.110981815603000,0.241464740992000
185,823.000000000000000,Sagnerigu,Sagnerigu,SAGNERIGU MUNICIPAL,801.000000000000000,Tamale,Tamale,Northern,200628386.294999986886978,201,0.109672197950000,0.232315872780000
186,825.000000000000000,Tatale,Tatale,TATALE,817.000000000000000,Zabzugu Tatale,Zabzugu Tatale,Northern,1093300529.859999895095825,1093,0.108001534164000,0.280105329015000
187,826.000000000000000,Mamprugu Moagduri,Mamprugu Moagduri,MAMPRUGU MOAGDURI,818.000000000000000,Mamprusi West,Mamprusi West,Northern,2122327294.569999933242798,2122,0.104631614065000,0.246402596181000
188,901.000000000000000,Builsa North,Builsa North,BUILSA NORTH,1008.000000000000000,Builsa,Builsa,Upper East,816914197.161000013351440,817,0.107359312205000,0.231136958283000
189,904.000000000000000,Bolgatanga Municipal,Bolgatanga Municipal,BOLGATANGA MUNICIPAL,1001.000000000000000,Bolgatanga,Bolgatanga,Upper East,397479987.591000020503998,397,0.109674336343000,0.248442813224000
190,905.000000000000000,Talensi,Talensi,TALENSI,1009.000000000000000,Talensi Nabdam,Talensi Nabdam,Upper East,839390570.108999967575073,839,0.119458265979000,0.259736268253000
191,906.000000000000000,Bongo,Bongo,BONGO,1005.000000000000000,Bongo,Bongo,Upper East,415219980.490000009536743,415,0.136423836963000,0.235899127304000
192,907.000000000000000,Bawku West,Bawku West,BAWKU WEST,1004.000000000000000,Bawku West,Bawku West,Upper East,1072767143.220000028610229,1073,0.108294634730000,0.250046615977000
193,908.000000000000000,Garu Tempane,Garu Tempane,GARU TEMPANE,1006.000000000000000,Garu Tempane,Garu Tempane,Upper East,1062875641.730000019073486,1063,0.107369248331000,0.243712816733000
194,909.000000000000000,Bawku Municipal,Bawku Municipal,BAWKU MUNICIPAL,1002.000000000000000,Bawku,Bawku,Upper East,247678178.215000003576279,248,0.108840321891000,0.216728413115000
195,910.000000000000000,Builsa South,Builsa South,BUILSA SOUTH,1008.000000000000000,Builsa,Builsa,Upper East,1241987920.059999942779541,1242,0.107967254757000,0.231851868494000
196,911.000000000000000,Nabdam,Nabdam,NABDAM,1009.000000000000000,Talensi Nabdam,Talensi Nabdam,Upper East,245258335.810000002384186,245,0.107004412745000,0.245112808375000
197,912.000000000000000,Binduri,Binduri,BINDURI,1002.000000000000000,Bawku,Bawku,Upper East,392567406.017000019550323,393,0.107552716819000,0.228237237855000
198,913.000000000000000,Pusiga,Pusiga,PUSIGA,1002.000000000000000,Bawku,Bawku,Upper East,256239322.655000001192093,256,0.105630085067000,0.221144252378000
199,1001.000000000000000,Wa West,Wa West,WA WEST,903.000000000000000,Wa West,Wa West,Upper West,1490404931.950000047683716,1490,0.107190550532000,0.249807645230000
200,1002.000000000000000,Wa Municipal,Wa Municipal,WA MUNICIPAL,901.000000000000000,Wa,Wa,Upper West,579358252.449000000953674,579,0.108637357077000,0.251485742380000
201,1003.000000000000000,Wa East,Wa East,WA EAST,902.000000000000000,Wa East,Wa East,Upper West,4295587485.710000038146973,4296,0.106906708836000,0.267802423499000
202,1004.000000000000000,Sissala East,Sissala East,SISSALA EAST,904.000000000000000,Sissala East,Sissala East,Upper West,5092492184.789999961853027,5092,0.107495652763000,0.246478831213000
203,1005.000000000000000,Nadowli-Kaleo,Nadowli-Kaleo,NADOWLI-KALEO,909.000000000000000,Nadowli,Nadowli,Upper West,1130820499.089999914169312,1131,0.106823862761000,0.262980275419000
204,1006.000000000000000,Jirapa,Jirapa,JIRAPA,907.000000000000000,Jirapa,Jirapa,Upper West,1187375701.119999885559082,1187,0.107304613471000,0.248440336910000
205,1007.000000000000000,Sissala  West,Sissala  West,SISSALA WEST,905.000000000000000,Sissala West,Sissala West,Upper West,2049071501.490000009536743,2049,0.106878770804000,0.247321006496000
206,1008.000000000000000,Lambussie Karni,Lambussie Karni,LAMBUSSIE KARNI,906.000000000000000,Lambussie,Lambussie,Upper West,811029671.562000036239624,811,0.106532633050000,0.246673223623000
207,1009.000000000000000,Lawra,Lawra,LAWRA,911.000000000000000,Lawra Nandom,Lawra Nandom,Upper West,526693508.679000020027161,527,0.107478652988000,0.230273823383000
208,1010.000000000000000,Daffiama Bussie,Daffiama Bussie,DAFFIAMA BUSSIE,909.000000000000000,Nadowli,Nadowli,Upper West,1455143799.289999961853027,1455,0.107054181587000,0.256764148130000
209,1011.000000000000000,Nandom,Nandom,NANDOM,911.000000000000000,Lawra Nandom,Lawra Nandom,Upper West,404108785.596000015735626,404,0.107595814934000,0.228815664340000
210,903.000000000000000,Kasena Nankana East,Kasena Nankana East,KASENA NANKANA EAST,1003.000000000000000,Kasena Nankani East,Kasena Nankani East,Upper East,767672556.669000029563904,768,0.108302416462000,0.244857233994000
211,902.000000000000000,Kasena Nankana West,Kasena Nankana West,KASENA NANKANA WEST,1007.000000000000000,Kasena Nankani West,Kasena Nankani West,Upper East,873311894.616000056266785,873,0.107084696069000,0.239108810892000
212,414.000000000000000,Kadjebi,Kadjebi,KADJEBI,605.000000000000000,Kadjebi,Kadjebi,Volta,691797360.644999980926514,692,0.104443050743000,0.487508679428000
213,408.000000000000000,Ho Municipal,Ho Municipal,HO MUNICIPAL,604.000000000000000,Ho,Ho,Volta,575356861.506999969482422,575,0.105362002796000,0.414763188606000
214,824.000000000000000,Mion,Mion,MION,802.000000000000000,Yendi,Yendi,Northern,2718940610.230000019073486,2719,0.110502610691000,0.262405391411000
215,220.000000000000000,Awutu Senya East Municipal,Awutu Senya East Municipal,AWUTU SENYA EAST MUNICIPAL,299.000000000000000,Awutu Senya 2,Awutu Senya 2,Central,108171208.927000001072884,108,0.106955227307000,0.200393746222000
